
MeasDateTime,upward looking solar radiation; uplooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),upward looking near-IR radiation; uplooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking solar radiation; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking clear solar  Bunker; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking near-IR radiation; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking red solar  Bunker; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),upward looking longwave radiation; uplooking Eppley lab precision infrared long wave radiometer; (Watts/meter^2),Upward Looking longwave voltage; uplooking Eppley lab precision infrared long wave radiometer; (millivolts),PIR case temp; uplooking Eppley lab precision infrared long wave radiometer; (Kelvin),upward looking solar radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),upward looking diffuse radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),SUN flag; uplooking Sunshine pyranometer  direct and diffuse; (bit)
2019-04-10 00:00:00,-5.70,-6.80,0.00,0.20,0.00,0.10,241.70,-49.70,267.70,1.00,0.00,0.00
2019-04-10 00:01:00,-5.70,-6.70,0.00,0.20,0.00,0.20,241.00,-50.30,267.70,0.80,0.00,0.00
2019-04-10 00:02:00,-5.90,-6.90,0.00,0.20,0.00,0.20,236.70,-54.60,267.70,1.00,0.00,0.00
2019-04-10 00:03:00,-5.90,-7.00,0.00,0.20,0.00,0.20,235.70,-55.50,267.70,1.00,0.00,0.00
2019-04-10 00:04:00,-6.30,-7.30,0.10,0.20,0.10,0.20,223.00,-68.10,267.70,0.80,0.00,0.00
2019-04-10 00:05:00,-6.70,-7.70,0.10,0.20,0.10,0.20,225.80,-65.30,267.70,1.00,0.00,0.00
2019-04-10 00:06:00,-6.40,-7.40,0.10,0.20,0.10,0.20,242.30,-48.70,267.70,1.00,0.00,0.00
2019-04-10 00:07:00,-5.90,-6.90,0.10,0.20,0.10,0.20,245.90,-45.10,267.60,0.80,0.00,0.00
2019-04-10 00:08:00,-5.50,-6.50,0.10,0.20,0.00,0.20,228.00,-62.90,267.60,0.90,0.00,0.00
2019-04-10 00:09:00,-5.60,-6.50,0.10,0.20,0.00,0.20,214.10,-76.80,267.60,1.00,0.00,0.00
2019-04-10 00:10:00,-5.80,-6.80,0.00,0.20,0.00,0.20,204.40,-86.40,267.60,1.00,0.00,0.00
2019-04-10 00:11:00,-5.90,-6.90,0.00,0.20,0.00,0.20,218.30,-72.50,267.60,1.10,0.00,0.00
2019-04-10 00:12:00,-6.00,-7.00,0.00,0.20,0.00,0.10,211.30,-79.40,267.60,1.20,0.00,0.00
2019-04-10 00:13:00,-6.10,-7.00,0.00,0.20,0.00,0.10,216.00,-74.50,267.60,1.20,0.10,0.00
2019-04-10 00:14:00,-6.20,-7.20,-0.10,0.20,-0.10,0.10,229.40,-61.10,267.50,0.90,0.00,0.00
2019-04-10 00:15:00,-6.30,-7.20,-0.10,0.20,-0.10,0.10,229.60,-60.90,267.50,1.00,0.00,0.00
2019-04-10 00:16:00,-6.10,-7.10,-0.10,0.20,-0.10,0.10,229.50,-60.80,267.50,1.10,0.00,0.00
2019-04-10 00:17:00,-5.90,-6.80,0.00,0.20,-0.10,0.10,239.50,-50.80,267.50,0.90,0.00,0.00
2019-04-10 00:18:00,-5.70,-6.60,0.00,0.10,-0.10,0.10,228.00,-62.20,267.50,0.80,0.00,0.00
2019-04-10 00:19:00,-5.50,-6.40,0.00,0.10,-0.10,0.10,214.40,-75.80,267.50,0.80,0.00,0.00
2019-04-10 00:20:00,-5.60,-6.50,-0.10,0.10,-0.10,0.10,194.90,-95.20,267.50,1.10,0.00,0.00
2019-04-10 00:21:00,-6.20,-7.10,-0.10,0.10,-0.10,0.10,195.30,-94.80,267.40,1.40,0.10,0.00
2019-04-10 00:22:00,-6.70,-7.60,-0.10,0.10,-0.10,0.10,191.50,-98.40,267.40,1.30,0.00,0.00
2019-04-10 00:23:00,-6.90,-7.90,-0.10,0.10,-0.20,0.10,198.80,-91.10,267.40,1.30,0.10,0.00
2019-04-10 00:24:00,-6.80,-7.80,-0.20,0.10,-0.20,0.10,204.60,-85.20,267.40,1.40,0.00,0.00
2019-04-10 00:25:00,-6.50,-7.50,-0.20,0.10,-0.20,0.10,223.50,-66.20,267.40,1.30,0.00,0.00
2019-04-10 00:26:00,-6.10,-7.10,-0.10,0.20,-0.20,0.10,221.20,-68.40,267.30,1.00,0.00,0.00
2019-04-10 00:27:00,-6.00,-6.90,-0.10,0.20,-0.20,0.20,203.30,-86.30,267.30,1.00,0.00,0.00
2019-04-10 00:28:00,-6.30,-7.10,-0.10,0.20,-0.20,0.20,205.90,-83.70,267.30,0.90,0.00,0.00
2019-04-10 00:29:00,-6.10,-7.00,-0.10,0.20,-0.20,0.20,206.60,-83.00,267.30,1.20,0.00,0.00
2019-04-10 00:30:00,-6.00,-6.80,-0.20,0.20,-0.20,0.20,201.20,-88.20,267.30,1.10,0.00,0.00
2019-04-10 00:31:00,-6.00,-6.80,-0.20,0.20,-0.20,0.20,201.00,-88.40,267.30,1.40,0.00,0.00
2019-04-10 00:32:00,-6.30,-7.10,-0.10,0.30,-0.20,0.20,197.00,-92.30,267.30,1.50,0.00,0.00
